# Pathway	JH144_Abundance-CPM
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0.512336
PWY-6703: preQ0 biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	0.395009
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0.343157
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	0.336507
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0.308716
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Ruminococcus_torques	0.160224
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	181.171
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	56.2681
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	7.60316
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_dorei	4.69183
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	2.65887
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Dorea.s__Dorea_formicigenerans	2.01936
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	1.10112
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	0.921147
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	179.628
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	40.2247
PWY-6123: inosine-5'-phosphate biosynthesis I	175.38
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	71.8298
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	9.17584
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	7.45022
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Holdemanella.s__Holdemanella_biformis	4.86434
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	4.33859
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_thermophilus	3.82331
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	3.24267
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Gordonibacter.s__Gordonibacter_pamelaeae	1.45022
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Oxalobacter.s__Oxalobacter_formigenes	1.36243
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	1.28863
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Alistipes.s__Alistipes_putredinis	1.21649
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	1.19813
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.909783
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Prevotella.s__Prevotella_sp_CAG_1031	0.90307
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_faecis	0.834267
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_faecis_CAG_32	0.832764
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0.574817
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Slackia.s__Slackia_isoflavoniconvertens	0.557384
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Odoribacter.s__Odoribacter_splanchnicus	0.534964
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Barnesiella.s__Barnesiella_intestinihominis	0.430394
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0.422947
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0.387744
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.334206
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	0.303871
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae	0.277303
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_salyersiae	0.102648
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	170.58
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	95.1205
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.97264
PWY-7237: myo-, chiro- and scyllo-inositol degradation	169.361
PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified	117.018
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	9.73492
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Eubacterium.s__Eubacterium_sp_CAG_180	9.27886
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	8.95934
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Dorea.s__Dorea_longicatena	7.13358
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Lachnospira.s__Lachnospira_pectinoschiza	6.31564
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Agathobaculum.s__Agathobaculum_butyriciproducens	5.6931
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Eubacterium.s__Eubacterium_eligens	5.58681
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_obeum	4.80365
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Lactobacillus.s__Lactobacillus_rogosae	3.98364
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Parabacteroides.s__Parabacteroides_distasonis	3.3176
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Roseburia.s__Roseburia_hominis	3.18592
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Parabacteroides.s__Parabacteroides_merdae	0.729766
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Flavonifractor.s__Flavonifractor_plautii	0.594857
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Bacteroides.s__Bacteroides_xylanisolvens	0.56138
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Bacteroides.s__Bacteroides_fragilis	0.465077
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Eisenbergiella.s__Eisenbergiella_tayi	0.246781
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_57_20	0.234303
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Lachnoclostridium.s__Clostridium_bolteae	0.099244
PWY-5973: cis-vaccenate biosynthesis	161.977
PWY-5973: cis-vaccenate biosynthesis|g__Blautia.s__Blautia_obeum	46.5994
PWY-5973: cis-vaccenate biosynthesis|unclassified	25.9314
PWY-5973: cis-vaccenate biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	8.86248
PWY-5973: cis-vaccenate biosynthesis|g__Blautia.s__Blautia_wexlerae	7.59833
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	2.50918
PWY-5973: cis-vaccenate biosynthesis|g__Clostridium.s__Clostridium_sp_CAG_167	2.29504
PWY-5973: cis-vaccenate biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	1.12507
PWY66-389: phytol degradation	161.744
PWY66-389: phytol degradation|unclassified	26.582
PWY66-389: phytol degradation|g__Lachnospira.s__Lachnospira_pectinoschiza	6.67638
PWY66-389: phytol degradation|g__Lactobacillus.s__Lactobacillus_rogosae	2.50271
PWY66-389: phytol degradation|g__Blautia.s__Ruminococcus_torques	1.04138
PWY66-389: phytol degradation|g__Eubacterium.s__Eubacterium_sp_CAG_38	0.0859248
COLANSYN-PWY: colanic acid building blocks biosynthesis	160.681
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	65.1439
COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Bacteroides.s__Bacteroides_dorei	4.2813
COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	3.06014
PWY-6124: inosine-5'-phosphate biosynthesis II	157.43
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	75.1113
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila	8.4563
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	7.00805
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Holdemanella.s__Holdemanella_biformis	4.61741
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	4.02787
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	3.54679
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Streptococcus.s__Streptococcus_thermophilus	3.51389
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Gordonibacter.s__Gordonibacter_pamelaeae	1.35711
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Oxalobacter.s__Oxalobacter_formigenes	1.33904
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	1.1644
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Collinsella.s__Collinsella_aerofaciens	1.15539
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Alistipes.s__Alistipes_putredinis	1.13965
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_faecis_CAG_32	0.878989
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_faecis	0.869189
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Prevotella.s__Prevotella_sp_CAG_1031	0.852458
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.831674
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_stercoris	0.574003
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Slackia.s__Slackia_isoflavoniconvertens	0.503379
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Barnesiella.s__Barnesiella_intestinihominis	0.500691
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Odoribacter.s__Odoribacter_splanchnicus	0.476101
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.401005
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0.397647
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Parabacteroides.s__Parabacteroides_merdae	0.288107
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	0.276398
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Alistipes.s__Alistipes_finegoldii	0.137953
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_salyersiae	0.0873847
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	157.349
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	18.2292
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	1.10944
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	154.593
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|unclassified	63.4877
PWY-6936: seleno-amino acid biosynthesis (plants)	150.713
PWY-6936: seleno-amino acid biosynthesis (plants)|unclassified	52.2342
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Roseburia.s__Roseburia_faecis	6.52529
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Lachnospira.s__Lachnospira_pectinoschiza	6.13432
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Eubacterium.s__Eubacterium_eligens	5.88518
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Streptococcus.s__Streptococcus_thermophilus	5.86673
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Ruminococcus.s__Ruminococcus_lactaris	4.79634
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Dorea.s__Dorea_longicatena	4.01408
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Holdemanella.s__Holdemanella_biformis	3.68334
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Lactobacillus.s__Lactobacillus_rogosae	3.44692
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Dorea.s__Dorea_formicigenerans	1.93109
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Oxalobacter.s__Oxalobacter_formigenes	1.60878
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0.92635
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Blautia.s__Ruminococcus_torques	0.562042
PWY-6936: seleno-amino acid biosynthesis (plants)|g__Lactococcus.s__Lactococcus_lactis	0.142044
P441-PWY: superpathway of N-acetylneuraminate degradation	148.954
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	43.5997
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	148.837
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|unclassified	59.4629
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	145.596
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|unclassified	62.7994
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Oxalobacter.s__Oxalobacter_formigenes	1.29347
PWY66-409: superpathway of purine nucleotide salvage	144.271
PWY66-409: superpathway of purine nucleotide salvage|unclassified	19.829
PWY66-409: superpathway of purine nucleotide salvage|g__Streptococcus.s__Streptococcus_thermophilus	2.58563
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis	143.022
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis|unclassified	59.0381
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	142.623
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|unclassified	17.6033
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	7.78149
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_faecis_CAG_32	0.687914
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0.657453
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_faecis	0.625731
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.448859
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.222349
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	0.11809
PWY-7663: gondoate biosynthesis (anaerobic)	140.85
PWY-7663: gondoate biosynthesis (anaerobic)|g__Blautia.s__Blautia_obeum	51.8285
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	22.3708
PWY-7663: gondoate biosynthesis (anaerobic)|g__Anaerostipes.s__Anaerostipes_hadrus	8.70434
PWY-7663: gondoate biosynthesis (anaerobic)|g__Akkermansia.s__Akkermansia_muciniphila	8.54895
PWY-7663: gondoate biosynthesis (anaerobic)|g__Blautia.s__Blautia_wexlerae	6.52903
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_vulgatus	2.43844
PWY-7663: gondoate biosynthesis (anaerobic)|g__Clostridium.s__Clostridium_sp_CAG_167	2.3844
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bilophila.s__Bilophila_wadsworthia	1.05265
PWY-5659: GDP-mannose biosynthesis	137.529
PWY-5659: GDP-mannose biosynthesis|unclassified	52.7295
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	7.68364
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_dorei	4.04745
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	2.68068
PWY-5659: GDP-mannose biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	1.42352
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0.168202
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	136.209
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	13.2128
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei	5.7338
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila	5.52909
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	4.02896
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_thermophilus	2.48399
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Oxalobacter.s__Oxalobacter_formigenes	2.08326
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_cellulosilyticus	1.74917
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bilophila.s__Bilophila_wadsworthia	1.14175
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	1.10935
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_faecis	0.636181
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.540565
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0.442607
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_faecis_CAG_32	0.264947
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	127.696
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	26.6892
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	6.16485
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Oxalobacter.s__Oxalobacter_formigenes	0.511283
PWY-7003: glycerol degradation to butanol	127.369
PWY-7003: glycerol degradation to butanol|unclassified	10.9883
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	120.65
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|unclassified	83.6324
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Streptococcus.s__Streptococcus_thermophilus	2.64084
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Coprococcus.s__Coprococcus_comes	2.50705
PWY-2941: L-lysine biosynthesis II	120.5
PWY-2941: L-lysine biosynthesis II|unclassified	31.1247
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	118.926
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	14.9355
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	11.4879
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	7.20261
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	4.94393
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	4.67347
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_thermophilus	2.64655
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	2.32953
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	1.82143
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	1.38496
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	1.3266
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	1.20839
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Gordonibacter.s__Gordonibacter_pamelaeae	1.13603
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Asaccharobacter.s__Asaccharobacter_celatus	1.02936
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0.94038
